TT        PID       AT        CT        IO_D      WT        RT        TRT       DL        
10879     4353      10824     55        0         0         -1        55        0         
10879     4354      10834     45        0         0         -1        45        0         
10889     1642      5811      118       1         4960      188       5078      5842      
10892     728       2578      170       10        8144      1225      8314      2617      
10921     1709      6063      37        5         4821      13        4858      6078      
10925     4332      10695     140       0         90        91        230       0         
10925     4348      10796     129       0         0         -1        129       0         
10925     4351      10805     120       0         0         -1        120       0         
10935     4298      10295     212       0         428       429       640       0         
10935     4337      10730     205       0         0         -1        205       0         
10935     4339      10736     199       0         0         -1        199       0         
10940     1134      4047      55        2         6838      1285      6893      4081      
10941     875       3127      146       15        7668      801       7814      3154      
10942     4289      10221     149       0         572       573       721       0         
10942     4349      10799     143       0         0         -1        143       0         
10942     4350      10804     138       0         0         -1        138       0         
10942     1578      5601      61        5         5280      3748      5341      5614      
10951     1915      6810      64        14        4077      892       4141      6852      
10959     382       1322      270       5         9367      354       9637      1461      
10963     664       2328      249       0         8386      602       8635      2388      
10965     2010      7129      58        6         3778      1310      3836      7154      
10967     4312      10484     88        0         395       396       483       0         
10967     4358      10882     85        0         0         -1        85        0         
10967     4360      10894     73        0         0         -1        73        0         
10980     4329      10679     189       0         112       113       301       0         
10980     4347      10794     186       0         0         -1        186       0         
10980     4352      10809     171       0         0         -1        171       0         
10990     4315      10525     150       0         315       316       465       0         
10990     4355      10841     149       0         0         -1        149       0         
10990     4356      10843     147       0         0         -1        147       0         
10992     936       3339      293       7         7360      5949      7653      3556      
10994     2801      9863      32        11        1099      789       1131      9888      
10997     253       898       166       14        9933      188       10099     911       
10998     2710      9535      11        5         1452      143       1463      9542      
11007     4316      10528     147       0         332       333       479       0         
11007     4357      10879     128       0         0         112       128       0         
11007     4371      11005     113       0         -111      -1        2         0         
11007     4359      10888     119       0         0         -1        119       0         
11012     1744      6204      76        2         4732      4717      4808      6263      
11027     371       1281      289       9         9457      2419      9746      1308      
11037     1090      3893      127       12        7017      894       7144      3967      
11041     4266      10034     263       0         744       745       1007      0         
11041     4344      10780     261       0         0         -1        261       0         
11041     4345      10782     259       0         0         -1        259       0         
11061     882       3151      90        1         7820      664       7910      3221      
11063     1155      4116      104       4         6843      114       6947      4123      
11084     4290      10228     142       0         714       715       856       0         
11084     4361      10948     136       0         0         2         136       0         
11084     4363      10960     125       0         -1        -1        124       0         
11084     4364      10971     114       0         -1        1         113       0         
11084     4365      10992     93        0         -1        1         92        0         
11084     4367      10997     88        0         -1        -1        87        0         
11084     4369      11001     84        0         -1        -1        83        0         
11084     4370      11002     83        0         -1        -1        82        0         
11084     4362      10950     134       0         0         -1        134       0         
11091     2863      10082     238       13        771       176       1009      10224     
11091     4292      10259     236       0         596       -1        832       0         
11091     4293      10260     235       0         596       -1        831       0         
11117     4323      10600     110       0         407       408       517       0         
11117     4372      11018     99        0         0         2         99        0         
11117     4373      11026     92        0         -1        -1        91        0         
11117     4376      11054     64        0         -1        -1        63        0         
11117     4374      11026     91        0         0         -1        91        0         
11144     469       1651      100       10        9393      8642      9493      1691      
11148     4333      10700     168       0         280       281       448       0         
11148     4366      10993     155       0         0         92        155       0         
11148     4381      11107     132       0         -91       -1        41        0         
11148     4382      11112     127       0         -91       -1        36        0         
11148     4368      11001     147       0         0         85        147       0         
11148     4378      11087     145       0         -84       2         61        0         
11148     4383      11113     120       0         -85       -1        35        0         
11148     4386      11122     111       0         -85       -1        26        0         
11148     4380      11106     126       0         -84       -1        42        0         
11225     4324      10602     108       0         515       516       623       0         
11225     4385      11119     106       0         0         -1        106       0         
11225     4387      11134     91        0         0         -1        91        0         
11244     320       1108      248       9         9888      598       10136     1280      
11247     912       3253      150       10        7844      2780      7994      3383      
11254     670       2359      89        6         8806      1798      8895      2364      
11255     767       2730      28        11        8497      564       8525      2741      
11255     558       1929      261       5         9065      3922      9326      1982      
11259     2513      8876      41        11        2342      1         2383      8891      
11273     439       1539      242       5         9492      24        9734      1763      
11276     345       1196      152       12        9928      897       10080     1310      
11280     4334      10703     132       0         445       446       577       0         
11280     4388      11150     130       0         0         2         130       0         
11280     4389      11156     125       0         -1        -1        124       0         
11280     4390      11158     123       0         -1        1         122       0         
11280     4396      11168     113       0         -1        -1        112       0         
11280     4397      11172     109       0         -1        -1        108       0         
11280     4395      11167     113       0         0         -1        113       0         
11298     2149      7632      29        2         3637      1534      3666      7641      
11313     4272      10053     272       0         988       989       1260      0         
11313     4375      11048     265       0         0         102       265       0         
11313     4391      11158     256       0         -101      123       155       0         
11313     4400      11284     252       0         -223      2         29        0         
11313     4402      11289     248       0         -224      -1        24        0         
11313     4404      11293     243       0         -223      -1        20        0         
11313     4393      11160     254       0         -101      -1        153       0         
11313     4377      11076     237       0         0         43        237       0         
11313     4392      11160     195       0         -42       122       153       0         
11313     4401      11287     189       0         -163      -1        26        0         
11313     4403      11290     186       0         -163      -1        23        0         
11313     4394      11167     188       0         -42       -1        146       0         
11314     422       1468      168       17        9678      3069      9846      1508      
11321     431       1503      145       14        9673      1736      9818      1636      
11328     4291      10256     244       0         828       829       1072      0         
11328     4379      11104     224       0         0         -1        224       0         
11328     4384      11116     212       0         0         110       212       0         
11328     4398      11236     201       0         -109      -1        92        0         
11328     4399      11239     198       0         -109      -1        89        0         
11331     2326      8229      21        0         3081      3082      3102      8238      
11349     1431      5057      69        0         6223      6224      6292      5106      
11361     570       1978      288       3         9095      433       9383      2212      
11371     1629      5771      43        2         5557      1449      5600      5787      
11377     502       1766      200       12        9411      1745      9611      1962      
11403     754       2685      209       2         8509      534       8718      2734      
11407     534       1874      211       4         9322      1155      9533      1963      
11428     509       1792      212       9         9424      1247      9636      1860      
11430     1584      5624      140       6         5666      129       5806      5637      
11432     1912      6804      89        15        4539      861       4628      6864      
11434     714       2531      150       4         8753      781       8903      2573      
11439     1558      5530      35        4         5874      1174      5909      5554      
11462     998       3566      147       7         7749      5051      7896      3646      
11465     2327      8231      31        0         3203      3204      3234      8247      
11475     1288      4593      22        12        6860      2136      6882      4611      
11496     2101      7447      101       3         3948      225       4049      7529      
11505     1231      4374      43        10        7088      226       7131      4379      
11527     721       2556      191       8         8780      2291      8971      2690      
11541     658       2309      166       11        9066      520       9232      2433      
11542     2288      8106      202       6         3234      2937      3436      8270      
11544     2806      9874      62        13        1608      987       1670      9918      
11547     691       2434      10        6         9103      1051      9113      2440      
11548     1515      5348      212       1         5988      142       6200      5440      
11555     4296      10273     227       0         1055      1056      1282      0         
11555     4405      11352     203       0         0         2         203       0         
11555     4407      11372     184       0         -1        1         183       0         
11555     4408      11375     181       0         -1        1         180       0         
11555     4411      11400     156       0         -1        1         155       0         
11555     4413      11403     153       0         -1        1         152       0         
11555     4417      11408     148       0         -1        -1        147       0         
11555     4418      11409     147       0         -1        -1        146       0         
11555     4414      11404     152       0         -1        -1        151       0         
11555     4420      11414     142       0         -1        -1        141       0         
11555     4410      11400     156       0         -1        1         155       0         
11555     4412      11402     154       0         -1        -1        153       0         
11555     4415      11405     151       0         -1        1         150       0         
11555     4416      11406     150       0         -1        -1        149       0         
11555     4419      11411     145       0         -1        -1        144       0         
11555     4409      11379     177       0         -1        -1        176       0         
11555     4406      11363     192       0         0         -1        192       0         
11555     1191      4250      55        13        7250      233       7305      4299      
11562     2658      9362      35        0         2165      2166      2200      9396      
11564     1047      3738      74        13        7752      731       7826      3744      
11574     2828      9946      103       13        1525      282       1628      10001     
11595     421       1465      262       7         9868      2441      10130     1684      
11596     1817      6461      30        6         5105      3337      5135      6481      
11610     817       2906      68        11        8636      2017      8704      2921      
11610     971       3476      128       11        8006      197       8134      3583      
11615     750       2667      109       0         8839      148       8948      2719      
11648     2813      9903      285       8         1460      138       1745      9953      
11659     2440      8609      57        3         2993      1707      3050      8659      
11671     557       1929      98        4         9644      3700      9742      1938      
11689     715       2537      281       14        8871      785       9152      2602      
11715     155       536       247       6         10932     981       11179     704       
11720     1227      4360      286       9         7074      1         7360      4623      
11728     2333      8245      11        14        3472      3015      3483      8255      
11737     710       2506      249       9         8982      177       9231      2687      
11748     1872      6668      27        15        5053      1202      5080      6680      
11753     2561      9042      10        2         2701      972       2711      9050      
11759     2565      9056      12        9         2691      1         2703      9067      
11777     533       1874      72        3         9831      2383      9903      1905      
11792     2512      8873      53        9         2866      316       2919      8895      
11796     493       1727      201       0         9868      2266      10069     1818      
11817     1392      4918      86        9         6813      970       6899      4944      
11827     769       2738      264       6         8825      5374      9089      2823      
11836     1216      4329      60        1         7447      4992      7507      4335      
11847     2161      7676      53        1         4118      3382      4171      7713      
11852     1684      5985      65        8         5802      2443      5867      6005      
11860     1225      4352      48        5         7460      4584      7508      4365      
11880     1944      6892      90        2         4898      757       4988      6977      
11881     1243      4421      11        11        7449      1276      7460      4429      
11883     1254      4467      71        11        7345      1084      7416      4495      
11930     1740      6180      107       8         5643      1         5750      6271      
11943     2049      7268      117       15        4558      63        4675      7349      
11943     1200      4280      20        10        7643      35        7663      4292      
11949     2621      9231      112       8         2606      62        2718      9324      
11973     2383      8414      41        8         3518      2552      3559      8436      
11996     2725      9589      189       12        2218      1         2407      9659      
11997     2421      8558      54        9         3385      1483      3439      8592      
12007     996       3564      18        14        8425      1         8443      3581      
12025     784       2781      248       0         8996      1232      9244      2848      
12053     863       3090      152       6         8811      5158      8963      3223      
12059     713       2526      137       3         9396      199       9533      2606      
12089     2413      8525      58        1         3506      3419      3564      8576      
12106     2537      8953      38        11        3115      516       3153      8977      
12109     1811      6435      47        7         5627      707       5674      6467      
12121     1598      5688      84        5         6349      1905      6433      5761      
12128     2193      7767      179       5         4182      1         4361      7906      
12152     365       1252      245       5         10655     69        10900     1329      
12171     760       2707      215       3         9249      9031      9464      2772      
12174     2234      7907      20        3         4247      4215      4267      7919      
12178     1802      6405      43        1         5730      658       5773      6427      
12192     1992      7065      31        3         5096      2319      5127      7096      
12220     1417      5028      95        8         7097      1577      7192      5078      
12230     2251      7975      63        13        4192      2168      4255      8036      
12236     2700      9504      36        16        2696      1715      2732      9538      
12247     1326      4708      45        10        7494      1366      7539      4713      
12249     2920      10291     78        6         1880      162       1958      10321     
12251     1678      5966      89        7         6196      2287      6285      5971      
12261     1771      6293      45        2         5923      3009      5968      6330      
12266     1513      5341      84        4         6841      2052      6925      5389      
12302     2671      9411      18        2         2873      1541      2891      9425      
12320     904       3226      194       10        8900      1         9094      3245      
12321     2178      7732      41        0         4548      811       4589      7755      
12366     788       2791      105       10        9470      1148      9575      2894      
12374     2588      9129      103       6         3142      1057      3245      9163      
12381     1098      3915      68        6         8398      6604      8466      3983      
12411     909       3249      95        4         9067      324       9162      3330      
12427     2483      8778      37        6         3612      880       3649      8793      
12441     2908      10250     12        13        2179      957       2191      10256     
12452     2752      9685      217       15        2550      196       2767      9886      
12481     2121      7536      83        0         4862      4173      4945      7588      
12505     2455      8663      44        13        3798      397       3842      8697      
12540     1735      6158      61        1         6321      1254      6382      6202      
12603     545       1893      264       5         10446     84        10710     2092      
12619     1869      6663      108       11        5848      2026      5956      6725      
12647     1007      3595      61        6         8991      4999      9052      3638      
12659     1193      4255      58        5         8346      319       8404      4282      
12660     1786      6346      119       7         6195      161       6314      6376      
12672     2081      7372      61        12        5239      1782      5300      7428      
12688     1429      5051      34        18        7603      5282      7637      5056      
12697     2633      9284      26        9         3387      2857      3413      9294      
12706     1019      3632      145       2         8929      8436      9074      3701      
12716     2947      10399     21        19        2296      1234      2317      10410     
12717     1001      3581      76        11        9060      4979      9136      3609      
12730     827       2938      264       8         9528      1         9792      2979      
12732     2936      10359     11        1         2362      1262      2373      10366     
12736     1212      4321      49        15        8366      2551      8415      4342      
12754     1138      4057      182       3         8515      1244      8697      4107      
12773     2718      9565      69        8         3139      1         3208      9589      
12780     649       2279      190       6         10311     189       10501     2452      
12801     1344      4759      80        6         7962      722       8042      4785      
12836     2656      9356      111       12        3369      137       3480      9377      
12838     2876      10136     16        6         2686      1494      2702      10149     
12847     1114      3974      276       0         8597      6634      8873      4006      
12847     2232      7906      158       3         4783      95        4941      7955      
12857     1378      4873      46        5         7938      1967      7984      4918      
12857     1099      3921      247       9         8689      537       8936      4069      
12862     1257      4477      63        3         8322      849       8385      4540      
12880     338       1158      81        16        11641     452       11722     1229      
12907     830       2955      61        12        9891      1590      9952      2992      
12921     785       2784      161       15        9976      625       10137     2865      
12992     1150      4105      155       9         8732      4138      8887      4167      
13006     2463      8685      76        12        4245      3693      4321      8709      
13028     2094      7421      30        3         5577      3067      5607      7430      
13054     2528      8926      98        5         4030      188       4128      9001      
13085     887       3171      273       2         9641      6062      9914      3300      
13087     1122      4004      142       0         8941      923       9083      4103      
13153     1159      4135      37        16        8981      1565      9018      4141      
13190     2787      9829      27        8         3334      1307      3361      9846      
13274     2902      10230     84        0         2960      878       3044      10235     
13360     2614      9206      283       7         3871      139       4154      9405      
13385     2688      9477      116       0         3792      880       3908      9502      
13434     1668      5912      21        11        7501      2329      7522      5920      
13445     1695      6008      14        8         7423      2921      7437      6016      
13446     2726      9594      147       0         3705      3706      3852      9624      
13470     1034      3683      296       0         9491      1210      9787      3731      
13478     2181      7734      48        15        5696      839       5744      7763      
13493     1238      4395      63        14        9035      891       9098      4424      
13495     1102      3929      134       1         9432      744       9566      4042      
13502     2821      9928      44        14        3530      1227      3574      9962      
13573     443       1547      261       10        11765     37        12026     1642      
13615     1061      3789      237       14        9589      978       9826      3957      
13696     1516      5355      92        7         8249      6077      8341      5394      
13726     1267      4509      64        15        9153      183       9217      4526      
13747     708       2496      243       4         11008     923       11251     2646      
13766     2716      9556      80        10        4130      2390      4210      9616      
13777     892       3189      109       6         10479     1684      10588     3263      
13820     1892      6729      183       0         6908      6909      7091      6854      
13859     1017      3625      58        8         10176     3688      10234     3634      
13888     1893      6729      11        5         7148      5752      7159      6737      
13892     1109      3954      253       0         9685      3500      9938      4112      
13894     1748      6218      25        3         7651      6248      7676      6233      
13924     2551      9006      12        3         4906      1013      4918      9012      
13940     1119      3992      163       7         9785      336       9948      4136      
13949     2321      8214      67        0         5668      1492      5735      8237      
13958     1792      6371      151       4         7436      1658      7587      6454      
13967     944       3370      289       2         10308     1862      10597     3633      
13976     850       3034      96        14        10846     196       10942     3106      
13984     1808      6429      163       11        7392      703       7555      6555      
14003     383       1328      168       7         12507     1150      12675     1401      
14008     1610      5717      36        1         8255      6016      8291      5730      
14044     1586      5637      16        2         8391      880       8407      5653      
14101     2862      10076     72        12        3953      127       4025      10082     
14107     1567      5557      21        6         8529      3795      8550      5573      
14190     700       2469      63        11        11658     1214      11721     2491      
14201     1719      6094      32        4         8075      5470      8107      6120      
14267     2536      8946      43        8         5278      1612      5321      8965      
14277     1436      5076      44        13        9157      2414      9201      5114      
14278     1289      4594      55        2         9629      6895      9684      4632      
14283     1021      3637      30        16        10616     1654      10646     3661      
14291     1075      3829      88        5         10374     129       10462     3890      
14295     1639      5806      14        11        8475      8472      8489      5817      
14303     1602      5699      139       8         8465      2159      8604      5795      
14326     918       3275      158       4         10893     790       11051     3358      
14345     2624      9242      86        17        5017      1820      5103      9267      
14373     907       3239      277       8         10857     4602      11134     3510      
14376     2257      7990      98        0         6288      2279      6386      8047      
14405     232       797       275       0         13333     445       13608     875       
14427     601       2091      274       5         12062     1390      12336     2282      
14432     1410      4993      151       0         9288      2040      9439      5137      
14438     627       2188      250       1         12000     401       12250     2308      
14443     2859      10061     65        1         4317      142       4382      10119     
14450     145       511       300       5         13639     744       13939     566       
14457     1738      6171      46        0         8240      3587      8286      6182      
14476     1070      3810      128       6         10538     759       10666     3896      
14506     810       2883      105       10        11518     659       11623     2914      
14531     473       1665      177       8         12689     761       12866     1674      
14548     572       1985      146       12        12417     733       12563     2101      
14574     1121      3999      93        2         10482     3350      10575     4005      
14578     632       2211      278       10        12089     3101      12367     2282      
14599     1952      6932      27        1         7640      2443      7667      6953      
14638     822       2925      151       0         11562     770       11713     3061      
14640     681       2398      165       6         12077     4138      12242     2498      
14674     2275      8057      105       13        6512      1932      6617      8153      
14694     840       2998      92        7         11604     518       11696     3072      
14694     981       3512      133       6         11049     1939      11182     3622      
14713     2446      8632      76        8         6005      5902      6081      8692      
14715     2816      9916      201       15        4598      3247      4799      10034     
14745     765       2718      238       14        11789     10099     12027     2830      
14754     921       3288      80        2         11386     2477      11466     3330      
14778     2077      7358      86        4         7334      1786      7420      7383      
14782     1037      3696      258       4         10828     1171      11086     3727      
14789     2969      10469     122       9         4198      1158      4320      10589     
14798     926       3305      239       9         11254     6882      11493     3497      
14814     2416      8535      50        8         6229      368       6279      8562      
14876     1862      6639      26        7         8211      1985      8237      6652      
14902     2818      9919      37        0         4946      1         4983      9926      
14905     2514      8878      111       1         5916      3098      6027      8950      
14918     1036      3690      42        10        11186     142       11228     3698      
14924     357       1233      215       13        13476     595       13691     1400      
14924     549       1907      228       15        12789     442       13017     1989      
14926     1156      4123      79        10        10724     893       10803     4183      
14962     1553      5508      82        7         9372      1423      9454      5553      
14971     1496      5272      203       1         9496      3921      9699      5376      
14994     1168      4172      98        11        10724     1029      10822     4256      
14995     567       1963      208       2         12824     1056      13032     2013      
15012     1714      6077      114       2         8821      1447      8935      6135      
15018     901       3218      236       4         11564     675       11800     3310      
15028     751       2672      73        0         12283     155       12356     2689      
15042     2021      7175      167       0         7700      324       7867      7297      
15061     1977      7021      38        1         8002      1178      8040      7059      
15092     401       1402      187       5         13503     58        13690     1461      
15100     1003      3584      101       7         11415     5155      11516     3664      
15108     1859      6621      146       0         8341      470       8487      6678      
15112     2189      7755      112       7         7245      1085      7357      7825      
15164     1804      6410      24        15        8730      677       8754      6426      
15237     2745      9666      73        10        5498      5499      5571      9703      
15255     451       1577      272       12        13406     1141      13678     1615      
15255     900       3213      230       2         11812     630       12042     3245      
15263     2433      8596      34        5         6633      5705      6667      8622      
15280     858       3074      107       11        12099     6432      12206     3154      
15280     603       2093      62        6         13125     764       13187     2152      
15282     2264      8015      134       5         7133      4214      7267      8046      
15296     1311      4667      244       3         10385     1751      10629     4735      
15308     1049      3751      163       10        11394     2303      11557     3845      
15313     978       3508      164       6         11641     3038      11805     3544      
15319     2819      9923      28        9         5368      4954      5396      9949      
15327     1834      6533      147       5         8647      1800      8794      6632      
15338     171       568       240       4         14530     647       14770     594       
15352     2279      8072      39        10        7241      7242      7280      8095      
15355     1062      3791      110       2         11454     2238      11564     3865      
15368     2772      9770      91        5         5507      87        5598      9833      
15374     1297      4620      56        9         10698     1762      10754     4651      
15375     2157      7664      22        5         7689      5941      7711      7672      
15390     2595      9159      65        10        6166      50        6231      9198      
15395     1601      5699      43        2         9653      460       9696      5724      
15426     1337      4734      115       0         10577     3900      10692     4772      
15459     1434      5069      114       7         10276     1918      10390     5125      
15476     641       2253      285       8         12938     76        13223     2269      
15481     1841      6564      119       5         8798      6184      8917      6607      
15507     669       2352      263       2         12892     609       13155     2502      
15520     793       2819      92        2         12609     1140      12701     2907      
15594     772       2745      250       11        12599     1421      12849     2927      
15613     914       3258      218       5         12137     1963      12355     3412      
15677     1475      5209      151       16        10317     2229      10468     5350      
15715     2497      8828      99        0         6788      6789      6887      8892      
15731     2886      10181     92        12        5458      623       5550      10249     
15732     671       2366      151       15        13215     1296      13366     2441      
15738     2220      7857      73        12        7808      196       7881      7892      
15738     659       2313      84        1         13341     597       13425     2351      
15746     1088      3885      163       3         11698     1925      11861     3993      
15755     445       1552      207       10        13996     2961      14203     1746      
15760     2780      9806      13        6         5941      4860      5954      9812      
15774     1209      4311      128       8         11335     1783      11463     4379      
15783     2893      10204     83        10        5496      655       5579      10282     
15786     1715      6082      59        15        9645      1452      9704      6128      
15836     1947      6911      82        0         8843      5634      8925      6964      
15885     804       2864      279       9         12742     429       13021     2927      
15911     2589      9133      234       11        6544      129       6778      9252      
15918     2941      10373     62        13        5483      3835      5545      10429     
15921     2501      8836      100       8         6985      623       7085      8908      
15924     860       3077      186       1         12661     6248      12847     3161      
15940     1571      5572      27        12        10341     7118      10368     5579      
15965     1044      3727      16        12        12222     3161      12238     3733      
16013     2704      9515      46        5         6452      1225      6498      9547      
16015     856       3067      134       12        12814     1146      12948     3108      
16086     761       2711      237       15        13138     734       13375     2744      
16138     1286      4584      154       0         11400     9946      11554     4675      
16193     99        338       295       4         15560     588       15855     394       
16204     759       2701      246       7         13257     2345      13503     2793      
16223     651       2289      244       7         13690     530       13934     2342      
16228     1662      5883      103       2         10242     47        10345     5927      
16245     709       2502      229       16        13514     5047      13743     2607      
16247     687       2421      83        6         13743     417       13826     2468      
16267     1053      3763      70        8         12434     523       12504     3827      
16292     925       3302      246       3         12744     874       12990     3311      
16298     2983      10510     170       0         5618      768       5788      10674     
16356     1656      5855      145       10        10356     98        10501     5967      
16363     2293      8129      16        7         8218      5406      8234      8140      
16382     2634      9287      19        0         7076      7077      7095      9295      
16406     2777      9795      55        2         6556      923       6611      9828      
16409     1182      4223      181       12        12005     1         12186     4250      
16502     291       1009      236       2         15257     2080      15493     1044      
16505     1186      4233      249       0         12023     24        12272     4420      
16516     1069      3807      192       18        12517     752       12709     3929      
16517     846       3011      168       11        13338     204       13506     3044      
16518     1424      5038      284       3         11196     2435      11480     5238      
16520     599       2082      239       2         14199     1297      14438     2199      
16548     2194      7770      282       6         8496      155       8778      7798      
16557     2643      9316      24        3         7217      4616      7241      9328      
16586     186       620       246       3         15720     56        15966     796       
16608     174       581       238       1         15789     248       16027     724       
16648     1092      3901      103       16        12644     1040      12747     3961      
16653     574       1991      195       13        14467     1316      14662     2030      
16656     2344      8273      36        3         8347      3290      8383      8309      
16660     2167      7698      15        8         8947      2336      8962      7709      
16686     1219      4334      43        15        12309     8868      12352     4342      
16686     886       3166      91        0         13429     3013      13520     3180      
16692     229       786       261       5         15645     102       15906     1032      
16699     2937      10362     72        14        6265      1206      6337      10432     
16705     1582      5616      121       6         10968     47        11089     5722      
16708     456       1595      267       17        14846     615       15113     1610      
16752     236       820       218       0         15714     602       15932     831       
16756     2046      7263      88        17        9405      1023      9493      7339      
16786     727       2575      168       13        14043     173       14211     2720      
16796     466       1643      211       8         14942     746       15153     1731      
16802     1472      5204      32        13        11566     247       11598     5216      
16821     1276      4557      142       3         12122     9551      12264     4659      
16860     234       808       198       8         15854     608       16052     984       
16862     1486      5243      134       4         11485     1032      11619     5363      
16870     1783      6337      67        5         10466     5811      10533     6369      
16872     2918      10285     39        5         6548      1281      6587      10298     
16891     1555      5520      94        10        11277     1431      11371     5548      
16910     1384      4886      184       7         11840     199       12024     5066      
16926     1071      3810      214       6         12902     769       13116     3945      
16956     542       1887      246       13        14823     57        15069     1919      
16964     2989      10519     28        2         6417      5482      6445      10544     
16977     1488      5243      73        15        11661     768       11734     5315      
16977     1178      4209      252       13        12516     195       12768     4370      
16983     968       3470      189       9         13324     1         13513     3574      
17021     618       2152      109       12        14760     7888      14869     2250      
17049     829       2949      220       10        13880     8830      14100     3085      
17092     1559      5530      272       11        11290     6         11562     5800      
17093     1016      3625      227       15        13241     6359      13468     3851      
17101     2548      8997      36        13        8068      498       8104      9017      
17111     1767      6280      41        16        10790     7846      10831     6314      
17113     699       2462      203       2         14448     1876      14651     2603      
17136     518       1809      135       9         15192     1091      15327     1846      
17173     389       1354      257       12        15562     52        15819     1470      
17205     1333      4729      266       0         12210     8846      12476     4837      
17230     1025      3652      139       12        13439     902       13578     3707      
17251     1065      3799      255       11        13197     649       13452     3975      
17265     835       2977      118       11        14170     152       14288     3006      
17275     831       2962      260       2         14053     2793      14313     3038      
17284     2342      8268      187       1         8829      4363      9016      8358      
17345     1633      5787      281       13        11277     7959      11558     6037      
17346     388       1354      258       9         15734     42        15992     1387      
17347     1766      6278      11        7         11058     10383     11069     6283      
17380     1169      4176      19        8         13185     746       13204     4194      
17426     1630      5771      17        8         11638     3572      11655     5777      
17435     1237      4392      258       10        12785     4254      13043     4472      
17436     2417      8542      233       9         8661      139       8894      8757      
17457     1631      5776      61        2         11620     2445      11681     5814      
17460     976       3499      171       4         13790     2554      13961     3573      
17479     1299      4628      102       6         12749     744       12851     4669      
17488     2644      9320      148       6         8020      2458      8168      9446      
17504     1077      3839      130       1         13535     6516      13665     3844      
17522     736       2603      216       0         14703     1649      14919     2815      
17604     1271      4531      208       14        12865     187       13073     4652      
17617     1572      5576      109       7         11932     4880      12041     5617      
17624     1401      4966      201       2         12457     348       12658     4976      
17659     2507      8856      115       8         8688      1918      8803      8938      
17678     2914      10268     41        9         7369      2330      7410      10299     
